vertex,x,y,z
208,0.71227,2.81037,-0.280533
209,1.15108,1.65391,-1.52177
210,-0.915672,3.09956,1.31067
211,-0.185871,-0.173029,1.34378
212,0.266511,-0.375898,0.737179
213,0.10333,-0.716321,0.784781
214,-4.167,-0.909688,6.6459
215,-3.59477,-0.382485,5.9925
216,-0.599077,0.0203627,1.88856
217,0.389779,-0.582245,-0.0795781
218,0.729218,3.91358,0.657039
219,0.89989,2.60469,-0.429373
220,0.838034,2.17671,-0.164551
221,-1.59018,2.98507,3.31841
222,-1.0183,3.96657,2.30951
223,-1.3044,4.64145,3.23048
224,-0.558965,0.839732,2.25148
225,0.714008,-0.136619,-0.135838
226,0.648017,-0.949556,-0.259069
227,0.403064,-0.990695,0.303527
228,0.410707,-0.382823,0.132367
229,-0.483594,0.364441,1.9198
230,-0.372606,1.56186,0.990817
231,0.114233,-0.264301,-0.13592
232,-1.58573,3.28443,3.75671
233,-1.27647,2.05,2.9896
234,-0.919782,3.63102,2.68082
235,1.29992,2.31017,-1.06631
236,-0.474931,-0.570255,1.49084
237,-0.843646,0.842782,2.53878
238,-0.642923,1.48157,2.19546
239,-0.988397,0.512956,2.56407
240,-1.16178,1.10352,3.03312
241,-2.49181,2.42613,5.24578
242,-2.45737,1.49871,4.86568
243,0.516538,1.72489,0.501134
244,1.09049,4.68606,0.0493333
245,-1.51419,0.813178,2.80594
246,1.13112,0.494968,-0.696703
247,-2.10994,4.37892,3.44119
248,-0.106718,-0.264301,0.135645
249,-0.999793,-0.295745,1.6821
250,-0.681447,7.04717,1.54132
251,2.1981,1.65881,-2.67845
252,1.91341,2.44193,-2.03096
253,-0.0761557,0.769377,1.31782
254,0.0788531,5.7716,0.205426
255,-0.904166,1.75494,2.06755
256,0.71259,2.34179,0.405255
257,0.350062,2.13351,1.14569
258,0.117811,2.87454,1.54495
259,-2.71766,-1.10247,4.50269
260,1.47122,1.85637,-1.23892
261,1.55154,2.5211,-1.30631
262,-2.18734,2.34695,3.78811
263,0.938836,2.66522,-1.06843
264,-1.40306,0.894261,3.23042
265,-1.9024,2.03263,4.32983
266,-1.23894,2.68951,3.27598
267,0.758663,0.10369,-0.977133
268,1.48961,0.667915,-2.12848
269,0.957031,1.05454,-1.09726
270,0.0544562,7.18474,0.819361
271,-0.247049,6.4426,1.35804
272,0.718301,0.544082,-1.90197
273,-0.757346,0.103754,0.87228
274,0.0697674,4.13687,1.14744
275,-0.586721,3.26731,2.24221
276,-0.37885,3.03545,0.0411473
277,1.23593,-0.403875,-1.00337
278,-1.7849,-1.28351,3.00895
279,0.273161,1.91945,-1.06234
280,-0.7318,1.26369,0.747244
281,-0.0738881,3.52984,-0.215156
282,-1.9458,1.11749,4.02731
283,-1.65952,1.52666,3.35079
284,-0.106848,2.38862,1.3187
285,-3.99818,6.25606,7.77491
286,-4.61552,3.43104,8.4367
287,-4.07467,3.82625,7.39499
288,0.681194,4.75854,0.238525
289,0.403714,4.03501,0.813292
290,-2.97073,5.79848,6.03316
291,-0.0836274,-0.264301,0.00390051
292,-1.5328,2.83835,3.3735
293,1.00035,1.48041,-0.322933
294,-0.930765,1.92915,2.56881
295,-1.39772,1.72146,3.60665
296,-1.08034,1.01662,1.93155
297,-3.25798,3.20554,5.56418
298,-1.34445,-1.21664,2.3705
299,0.900882,-0.176272,-1.54529
300,0.326167,5.96622,0.394669
301,-0.0628512,5.86353,1.06083
302,-3.5234,5.29682,6.56841
303,0.237432,-1.33726,0.363981
304,0.753121,0.477875,0.0975981
305,0.678576,-0.51334,0.196666
306,-0.305918,7.38285,1.17246
307,-2.23196,7.46514,4.76047
308,-0.785317,5.88217,1.34651
309,-1.31363,7.04453,2.35502
310,0.545786,5.0478,0.253599
311,-3.89517,1.36062,6.86473
312,-3.19983,0.175274,5.55112
313,0.0798155,6.66329,0.5325
314,-3.38022,0.486402,5.26807
315,-0.962624,2.32547,2.91091
316,-2.00558,3.93452,4.41469
317,1.84581,1.01798,-2.07475
318,0.377846,3.11044,1.24615
319,-2.88929,4.53418,5.08949
320,-0.092883,-1.43891,0.340545
321,-0.614418,-2.22073,0.907338
322,-2.93423,2.78589,4.81448
323,0.760481,4.66217,0.210194
324,-0.146204,3.37919,1.6404
325,-1.16508,1.59921,3.28857
326,1.49979,2.94012,-1.38486
327,1.63781,3.20297,-1.38073
328,0.367173,0.136612,0.893305
329,0.916435,-0.508866,-0.685222
330,-1.60507,10.0916,3.62867
331,-0.131765,0.773473,-0.235052
332,-0.983521,4.23243,2.72
333,0.420835,3.04912,-0.991556
334,0.604867,-0.706559,-0.297269
335,0.478471,1.29113,0.765746
336,-1.07395,4.04574,1.21118
337,0.873544,-0.902894,-0.497619
338,-0.184526,0.259935,1.54916
339,-2.62999,1.74007,3.9591
340,-4.78628,4.89577,9.1077
341,0.110277,-1.26597,0.434953
342,0.949189,-0.198714,-0.370261
343,-0.962653,1.53349,3.04341
344,0.792828,-1.23225,-0.30246
345,0.97274,-1.1706,-0.490209
346,0.604408,-1.29081,-0.0918905
347,-3.20253,7.57591,6.42036
348,0.415497,-1.34021,0.134257
349,0.459762,-1.13487,0.0162995
350,0.330092,-0.807932,0.234594
351,0.446888,-0.958571,-0.027216
352,0.317838,-0.899442,0.11061
353,0.114111,-0.848935,0.507754
354,-0.00676253,-1.06709,0.728493
355,0.327706,-1.1635,0.326762
356,0.162212,-0.978544,0.607535
357,0.928428,-1.04998,-0.494153
358,0.828774,-0.987893,-0.318549
359,0.53502,-0.806672,0.217997
360,0.555887,-0.563849,0.0817561
361,0.654,-0.945457,-0.12859
362,0.333209,-0.477578,0.449923
363,0.175284,-0.565773,0.763472
364,0.328898,-0.65112,0.541957
365,-0.21296,7.19823,1.28361
366,-0.303961,6.49942,1.2927
367,-0.684054,2.58442,2.33692
368,-0.730768,2.73878,2.3804
369,-0.498046,2.72194,2.07219
370,-0.363767,3.31644,1.93392
371,-0.18502,3.45852,1.48165
372,-0.0534137,3.80319,1.18261
373,0.154153,4.14332,0.799377
374,-0.156757,2.98255,1.16664
375,-0.221492,2.44529,1.17074
376,-0.542275,2.2159,2.00522
377,-0.395957,2.1246,1.62097
378,0.0767049,2.27514,1.55962
379,0.0660143,1.92964,1.59655
380,0.0188834,1.87521,1.6805
381,-0.270946,1.87073,2.22108
382,0.0845748,2.57688,1.67127
383,-1.32397,5.46705,2.41627
384,-1.11178,4.47209,1.93225
385,-0.684249,0.278443,1.94765
386,-0.720424,-0.0627435,1.99421
387,0.96519,3.2749,-0.18117
388,1.0898,3.48829,-0.263655
389,1.30706,3.47003,-0.651481
390,1.07637,2.84018,-0.507824
391,0.488502,-0.228126,-0.127862
392,0.713661,4.46022,-0.0889192
393,0.607428,4.91479,0.266424
394,0.521303,4.20929,0.346215
395,0.812836,4.20358,-0.191554
396,0.561649,4.06784,0.322131
397,0.648415,3.9062,0.0946666
398,0.474781,3.5644,0.388587
399,1.18844,1.74678,-1.3929
400,1.27863,1.42135,-1.56037
401,-3.50964,0.0623718,5.67264
402,-3.45077,-0.501708,5.41714
403,-3.23036,0.890355,5.21624
404,-0.647125,3.14167,2.18788
405,-0.795372,-1.5465,1.4179
406,-0.888292,-0.72222,1.63314
407,-0.724064,0.151817,1.5957
408,-0.917338,-0.0869803,2.04286
409,0.80067,3.52454,-0.23336
410,-1.92703,4.82394,3.93284
411,-2.18054,5.13138,4.42401
412,0.633489,3.16159,-0.291368
413,0.736029,2.81352,-0.500216
414,0.432029,2.76215,0.0265825
415,1.08256,1.70734,-0.710457
416,0.918966,1.829,-0.478521
417,0.416848,2.6042,0.97033
418,-1.35725,7.42161,2.77348
419,-1.54031,7.81219,3.18432
420,-2.53654,2.47621,5.13546
421,1.00541,0.543196,-0.838386
422,-0.345589,4.5613,1.31303
423,-0.254124,4.57665,1.28024
424,-0.775155,4.68729,2.11342
425,-0.887023,2.76097,1.77757
426,-0.866164,2.34541,1.68203
427,-4.07777,4.34595,7.78289
428,-0.326677,1.3344,1.62391
429,-1.89536,3.52228,3.0975
430,-3.46742,4.86552,6.87639
