Time(s) ForceMagnitude
1.35089 0.0107849
1.36511 15.5119
1.38296 11.9453
1.39741 23.2369
1.41739 43.3174
1.43183 2123.39
1.44884 31129.9
1.46373 98196.6
1.47638 142634
1.49051 323993
1.50475 597994
1.52174 967817
1.53889 1.28568e+06
1.55588 1.44452e+06
1.57292 1.44032e+06
1.59024 1.39756e+06
1.60723 1.32467e+06
1.62415 1.24742e+06
1.64123 1.17437e+06
1.66001 1.10854e+06
