run_index,run_name,poisson,stage,sim_time,imposed_displacement,actual_displacement,volume,volume_ratio,vertex_index,pull_set_size,anchor_set_size,actual_displacement_mean,actual_displacement_rms,actual_displacement_min,actual_displacement_max
0,incompressible,0.49,drag,0,0,1.16229e-06,0.777629,1,1328,183,324,-1.31912e-07,4.68126e-07,-1.81794e-06,1.72853e-06
0,incompressible,0.49,drag,0,0,1.2219e-06,0.777629,1,1328,183,324,-1.43312e-07,8.18741e-07,-3.09944e-06,2.11596e-06
0,incompressible,0.49,drag,0.01,0.00371815,9.52184e-05,0.777631,1,1328,183,324,7.8969e-05,8.11557e-05,3.11434e-05,9.96888e-05
0,incompressible,0.49,drag,0.02,0.0074363,0.000333339,0.777634,1.00001,1328,183,324,0.000277321,0.000286583,9.93311e-05,0.000357389
0,incompressible,0.49,drag,0.03,0.0111545,0.000735253,0.777638,1.00001,1328,183,324,0.000612381,0.000635349,0.000204891,0.000808418
0,incompressible,0.49,drag,0.04,0.0148726,0.00129747,0.777642,1.00002,1328,183,324,0.00108754,0.00113162,0.00034672,0.00146821
0,incompressible,0.49,drag,0.05,0.0185908,0.00200692,0.777647,1.00002,1328,183,324,0.00169643,0.00176884,0.000519603,0.00232229
0,incompressible,0.49,drag,0.06,0.0223089,0.00284368,0.777651,1.00003,1328,183,324,0.00242866,0.0025361,0.000719607,0.00336552
0,incompressible,0.49,drag,0.07,0.0260271,0.00378972,0.777656,1.00003,1328,183,324,0.00327155,0.00341988,0.000944287,0.00457293
0,incompressible,0.49,drag,0.08,0.0297452,0.00482619,0.77766,1.00004,1328,183,324,0.00421242,0.00440654,0.00119114,0.00592738
0,incompressible,0.49,drag,0.09,0.0334634,0.00593823,0.777664,1.00005,1328,183,324,0.00523928,0.00548326,0.00145742,0.00741231
0,incompressible,0.49,drag,0.1,0.0371815,0.00711438,0.777668,1.00005,1328,183,324,0.00634166,0.00663868,0.00174224,0.00900853
0,incompressible,0.49,drag,0.11,0.0408997,0.0083425,0.777672,1.00005,1328,183,324,0.00751009,0.00786269,0.00204509,0.010695
0,incompressible,0.49,drag,0.12,0.0446178,0.00961742,0.777675,1.00006,1328,183,324,0.00873729,0.00914746,0.00236547,0.0124668
0,incompressible,0.49,drag,0.13,0.048336,0.010934,0.777678,1.00006,1328,183,324,0.0100167,0.010486,0.00270098,0.0143134
0,incompressible,0.49,drag,0.14,0.0520541,0.0122859,0.77768,1.00007,1328,183,324,0.0113428,0.0118724,0.0030511,0.0162301
0,incompressible,0.49,drag,0.15,0.0557723,0.0136726,0.777682,1.00007,1328,183,324,0.0127112,0.013302,0.00341684,0.0182029
0,incompressible,0.49,drag,0.16,0.0594904,0.0150898,0.777683,1.00007,1328,183,324,0.014118,0.0147706,0.00379667,0.0202253
0,incompressible,0.49,drag,0.17,0.0632086,0.0165358,0.777684,1.00007,1328,183,324,0.0155602,0.0162751,0.00419059,0.0222921
0,incompressible,0.49,drag,0.18,0.0669267,0.0180086,0.777685,1.00007,1328,183,324,0.0170346,0.0178122,0.00459826,0.0243974
0,incompressible,0.49,drag,0.19,0.0706449,0.0195056,0.777684,1.00007,1328,183,324,0.0185388,0.0193791,0.00501835,0.0265381
0,incompressible,0.49,drag,0.2,0.074363,0.0210265,0.777683,1.00007,1328,183,324,0.0200705,0.0209734,0.00545138,0.0287112
0,incompressible,0.49,drag,0.21,0.0780812,0.0225688,0.777682,1.00007,1328,183,324,0.0216275,0.022593,0.00589597,0.0309127
0,incompressible,0.49,drag,0.22,0.0817993,0.0241305,0.77768,1.00007,1328,183,324,0.0232081,0.0242362,0.00635183,0.0331407
0,incompressible,0.49,drag,0.23,0.0855175,0.0257114,0.777677,1.00006,1328,183,324,0.0248109,0.0259012,0.0068194,0.0353926
0,incompressible,0.49,drag,0.24,0.0892356,0.0273109,0.777674,1.00006,1328,183,324,0.0264339,0.027586,0.00729868,0.037665
0,incompressible,0.49,drag,0.25,0.0929538,0.028928,0.77767,1.00005,1328,183,324,0.028076,0.0292896,0.00778803,0.0399584
0,incompressible,0.49,drag,0.26,0.0966719,0.0305602,0.777665,1.00005,1328,183,324,0.0297362,0.031011,0.00828841,0.0422714
0,incompressible,0.49,drag,0.27,0.10039,0.0322077,0.77766,1.00004,1328,183,324,0.0314133,0.0327487,0.00879982,0.0446009
0,incompressible,0.49,drag,0.28,0.104108,0.0338696,0.777654,1.00003,1328,183,324,0.0331061,0.0345018,0.00932127,0.0469439
0,incompressible,0.49,drag,0.29,0.107826,0.0355457,0.777647,1.00002,1328,183,324,0.034814,0.0362694,0.00985226,0.0493025
0,incompressible,0.49,drag,0.3,0.111545,0.0372352,0.77764,1.00001,1328,183,324,0.0365359,0.0380504,0.0103919,0.0516725
0,incompressible,0.49,drag,0.31,0.115263,0.0389365,0.777632,1,1328,183,324,0.0382712,0.0398443,0.0109404,0.0540548
0,incompressible,0.49,drag,0.32,0.118981,0.0406496,0.777623,0.999992,1328,183,324,0.0400186,0.04165,0.0114987,0.0564484
0,incompressible,0.49,drag,0.33,0.122699,0.042374,0.777613,0.999979,1328,183,324,0.0417782,0.0434671,0.0120662,0.0588522
0,incompressible,0.49,drag,0.34,0.126417,0.0441086,0.777603,0.999966,1328,183,324,0.0435492,0.0452952,0.0126414,0.0612654
0,incompressible,0.49,drag,0.35,0.130135,0.0458544,0.777592,0.999952,1328,183,324,0.0453307,0.0471333,0.0132243,0.0636876
0,incompressible,0.49,drag,0.36,0.133853,0.0476091,0.77758,0.999937,1328,183,324,0.0471224,0.0489811,0.0138159,0.0661177
0,incompressible,0.49,drag,0.37,0.137572,0.0493735,0.777567,0.99992,1328,183,324,0.048924,0.0508381,0.0144153,0.0685558
0,incompressible,0.49,drag,0.38,0.14129,0.0511468,0.777554,0.999903,1328,183,324,0.0507349,0.0527039,0.0150236,0.0710014
0,incompressible,0.49,drag,0.39,0.145008,0.052929,0.77754,0.999885,1328,183,324,0.0525545,0.054578,0.0156403,0.0734532
0,incompressible,0.49,drag,0.4,0.148726,0.0547195,0.777525,0.999866,1328,183,324,0.0543828,0.0564601,0.0162643,0.0759122
0,incompressible,0.49,drag,0.41,0.152444,0.0565185,0.777509,0.999846,1328,183,324,0.0562192,0.0583499,0.0168965,0.0783768
0,incompressible,0.49,drag,0.42,0.156162,0.0583239,0.777493,0.999824,1328,183,324,0.0580634,0.0602469,0.0175348,0.080846
0,incompressible,0.49,drag,0.43,0.15988,0.0601368,0.777476,0.999802,1328,183,324,0.0599151,0.062151,0.0181805,0.0833214
0,incompressible,0.49,drag,0.44,0.163599,0.0619573,0.777458,0.999779,1328,183,324,0.0617738,0.0640616,0.0188331,0.085802
0,incompressible,0.49,drag,0.45,0.167317,0.0637848,0.777439,0.999755,1328,183,324,0.0636396,0.0659787,0.0194937,0.0882877
0,incompressible,0.49,drag,0.46,0.171035,0.0656189,0.777419,0.99973,1328,183,324,0.0655121,0.0679021,0.0201606,0.0907771
0,incompressible,0.49,drag,0.47,0.174753,0.0674596,0.777399,0.999703,1328,183,324,0.0673912,0.0698316,0.0208343,0.0932707
0,incompressible,0.49,drag,0.48,0.178471,0.069306,0.777378,0.999676,1328,183,324,0.0692765,0.0717669,0.021515,0.0957696
0,incompressible,0.49,drag,0.49,0.182189,0.0711588,0.777356,0.999648,1328,183,324,0.0711677,0.0737076,0.0222028,0.0982719
0,incompressible,0.49,drag,0.5,0.185908,0.0730174,0.777333,0.999619,1328,183,324,0.0730647,0.0756537,0.0228967,0.100778
0,incompressible,0.49,drag,0.51,0.189626,0.0748815,0.777309,0.999588,1328,183,324,0.0749672,0.077605,0.0235971,0.103287
0,incompressible,0.49,drag,0.52,0.193344,0.0767523,0.777285,0.999557,1328,183,324,0.0768753,0.0795612,0.0243034,0.1058
0,incompressible,0.49,drag,0.53,0.197062,0.0786271,0.777259,0.999524,1328,183,324,0.0787887,0.0815225,0.0250171,0.108315
0,incompressible,0.49,drag,0.54,0.20078,0.0805077,0.777233,0.999491,1328,183,324,0.0807071,0.0834883,0.0257367,0.110835
0,incompressible,0.49,drag,0.55,0.204498,0.0823933,0.777207,0.999456,1328,183,324,0.0826305,0.0854587,0.0264613,0.113359
0,incompressible,0.49,drag,0.56,0.208216,0.0842833,0.777179,0.999421,1328,183,324,0.0845587,0.0874335,0.0271929,0.115885
0,incompressible,0.49,drag,0.57,0.211935,0.0861785,0.777151,0.999384,1328,183,324,0.0864915,0.0894126,0.0279305,0.118414
0,incompressible,0.49,drag,0.58,0.215653,0.0880783,0.777121,0.999347,1328,183,324,0.0884289,0.0913958,0.0286736,0.120944
